,년,월,시간,주야,요일,시도,시군구,사고유형_대분류,면허경과년수,가해자법규위반,성별,연령,사망여부,가해자음주농도,보호장구,안전모_착용여부,도로종류,도로형태_대분류,도로형태,도로선형_대분류,도로선형_중분류,도로선형,교차로형태_대분류,교차로형태,노면상태_대분류,노면상태,기상상태,어린이보호구역여부,시도군구,exists,long,lat
47962,2014,10,12,주,금,경상남도,김해시,차대차,미상,,여,75,1,0,안전모,미착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상남도김해시,1,128.891666666666,35.2255055555555
48087,2014,10,5,야,일,울산시,북구,차량단독,미상,안전운전 의무 불이행,남,17,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,울산시북구,1,129.361244971292,35.5827078312412
48095,2014,10,9,주,일,경상남도,양산시,차량단독,15~,안전운전 의무 불이행,남,44,1,0,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상남도양산시,1,129.039411111111,35.3319277777777
48149,2014,10,9,주,월,전라북도,군산시,차대차,15~,신호위반,남,75,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,전라북도군산시,1,126.738844444444,35.9646416666666
48252,2014,10,7,주,수,전라북도,익산시,차대차,1~4,교차로 통행방법 위반,남,22,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라북도익산시,1,126.959852777777,35.9452749999999
48291,2014,10,2,야,목,서울시,동대문구,차량단독,1~4,안전운전 의무 불이행,남,43,1,0.15%~0.19%,안전모,,특별광역시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,서울시동대문구,1,127.042141666666,37.571625
48298,2014,10,9,주,목,강원도,철원군,차대차,15~,교차로 통행방법 위반,남,35,1,0,안전모,,,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,강원도철원군,1,127.315733333333,38.1440555555555
48318,2014,10,16,주,목,충청남도,서산시,차대차,1~4,신호위반,남,78,1,0.05%~0.09%,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,충청남도서산시,1,126.452163888888,36.7820972222222
48319,2014,10,16,주,목,충청남도,부여군,차량단독,5~9,안전운전 의무 불이행,남,66,1,0,,,,단일로,기타단일로,,,,교차로아님,교차로아님,비포장,건조,기타,N,충청남도부여군,1,126.911863888888,36.2728222222222
48323,2014,10,17,주,목,전라남도,담양군,차량단독,10~14,안전운전 의무 불이행,남,61,1,0,안전모,미착용,,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,전라남도담양군,1,126.990163888888,35.318125
48362,2014,10,4,야,금,대전시,서구,차량단독,미상,안전운전 의무 불이행,남,17,1,0,안전모,,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,젖음/습기,비,N,대전시서구,1,127.383415811453,36.3570729893642
48465,2014,11,1,야,일,광주시,북구,차대차,1~4,신호위반,남,25,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,광주시북구,1,126.901080587328,35.1812137957623
48513,2014,11,6,주,월,서울시,송파구,차대차,1~4,신호위반,남,70,1,0,안전모,착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,서울시송파구,1,127.107930555555,37.5117555555555
48597,2014,11,18,야,화,울산시,울주군,차대차,미상,안전운전 의무 불이행,남,20,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,울산시울주군,1,129.242474811581,35.5223064790022
48634,2014,11,15,주,수,경기도,가평군,차량단독,5~9,안전운전 의무 불이행,남,77,1,0,안전모,착용,군도,,,,,,교차로아님,교차로아님,비포장,,기타,N,경기도가평군,1,127.511777777777,37.8288305555555
48683,2014,11,11,주,목,전라남도,영광군,차대차,미상,중앙선 침범,남,70,1,0,안전모,착용,군도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,전라남도영광군,1,126.514086111111,35.2741666666666
48718,2014,11,2,야,금,경기도,용인시,차대차,1~4,안전운전 의무 불이행,남,16,1,0.15%~0.19%,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도용인시,1,127.203844444444,37.2314777777777
48791,2014,11,7,주,토,대구시,달서구,차대차,미상,교차로 통행방법 위반,남,21,1,0,안전모,착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,대구시달서구,1,128.532590453916,35.8299774381395
48842,2014,11,7,주,일,충청남도,보령시,차량단독,15~,안전운전 의무 불이행,남,78,1,0,,,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,충청남도보령시,1,126.614886111111,36.330575
48871,2014,11,17,주,일,경기도,시흥시,차대차,1~4,중앙선 침범,남,18,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도시흥시,1,126.805077777777,37.3773194444444
48899,2014,11,9,주,월,전라북도,부안군,차대차,15~,신호위반,남,73,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,전라북도부안군,1,126.735677777777,35.7285333333333
48903,2014,11,11,주,월,경상북도,경산시,차대차,미상,,남,68,1,0,안전모,착용,지방도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상북도경산시,1,128.743463888888,35.8220888888888
48915,2014,11,15,주,월,전라남도,영암군,차대차,15~,중앙선 침범,남,77,1,0,안전모,미착용,지방도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라남도영암군,1,126.698619444444,34.7969888888888
48932,2014,11,20,야,월,경상북도,포항시,차대차,1~4,신호위반,남,50,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경상북도포항시,1,129.361666666666,36.0056861111111
48942,2014,11,5,야,화,전라남도,여수시,차대차,10~14,신호위반,남,63,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라남도여수시,1,127.664386111111,34.7573111111111
48962,2014,11,15,주,화,전라남도,고흥군,차량단독,미상,안전운전 의무 불이행,남,72,1,0,,,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도고흥군,1,127.287055555555,34.6080694444444
49038,2014,11,18,야,수,경상북도,칠곡군,차대차,10~14,안전운전 의무 불이행,남,61,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,비,N,경상북도칠곡군,1,128.403797222222,35.9925472222222
49086,2014,11,17,주,목,충청남도,논산시,차량단독,15~,안전운전 의무 불이행,남,71,1,0,안전모,착용,일반국도,단일로,고가도로위,직선,직선,오르막,교차로아님,교차로아님,포장,건조,맑음,N,충청남도논산시,1,127.100911111111,36.1842027777777
49115,2014,11,10,주,금,전라남도,나주시,차대차,15~,,남,84,1,0,,,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라남도나주시,1,126.712866666666,35.0128388888888
49177,2014,11,4,야,토,인천시,연수구,차대차,1~4,신호위반,남,17,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,인천시연수구,1,126.678265782781,37.4103812512024
49184,2014,11,10,주,토,전라남도,완도군,차량단독,1~4,안전운전 의무 불이행,남,72,1,0,,,군도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,전라남도완도군,1,126.757097222222,34.3078527777777
49279,2014,11,0,야,월,충청북도,청주시,차대차,미상,안전운전 의무 불이행,남,18,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청북도청주시,1,127.511730555555,36.5839972222222
49299,2014,11,14,주,월,전라북도,부안군,차량단독,15~,안전운전 의무 불이행,남,80,1,0,,,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 오지이상,포장,건조,맑음,N,전라북도부안군,1,126.735677777777,35.7285333333333
49584,2014,11,18,야,토,강원도,춘천시,차대차,미상,안전운전 의무 불이행,남,65,1,0,안전모,,시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 사지,포장,건조,흐림,N,강원도춘천시,1,127.732311111111,37.8785416666666
49599,2014,11,0,야,일,대구시,중구,차대차,1~4,교차로 통행방법 위반,남,18,1,0,안전모,,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,대구시중구,1,128.606174457614,35.8695272166858
49614,2014,11,13,주,일,경상북도,군위군,차량단독,10~14,안전운전 의무 불이행,남,53,1,0,안전모,,일반국도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상북도군위군,1,128.575077777777,36.2399972222222
49700,2014,11,8,주,화,대구시,동구,차량단독,미상,안전운전 의무 불이행,남,78,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,우,오르막,교차로아님,교차로아님,포장,젖음/습기,비,N,대구시동구,1,128.635558440423,35.8868272789712
49958,2014,11,2,야,일,부산시,남구,차대차,1~4,안전거리 미확보,남,22,1,0.20%~0.24%,안전모,착용,특별광역시도,단일로,터널안,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시남구,1,129.0865,35.1334083333333
49961,2014,11,5,야,일,경기도,수원시,차량단독,미상,안전운전 의무 불이행,남,29,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,비,N,경기도수원시,1,127.012222222222,37.3010111111111
50006,2014,12,12,주,월,부산시,사상구,차대차,15~,안전운전 의무 불이행,남,67,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,흐림,N,부산시사상구,1,128.993333333333,35.1494666666666
50008,2014,12,12,주,월,경상남도,김해시,차대차,5~9,교차로 통행방법 위반,남,58,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경상남도김해시,1,128.891666666666,35.2255055555555
50023,2014,12,17,주,월,충청북도,청주시,차량단독,5~9,안전운전 의무 불이행,남,76,1,0,안전모,착용,군도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,눈,N,충청북도청주시,1,127.511730555555,36.5839972222222
50075,2014,12,12,주,수,전라남도,무안군,차량단독,5~9,안전운전 의무 불이행,남,79,1,0,안전모,착용,군도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도무안군,1,126.4837,34.9873694444444
50157,2014,12,13,주,금,경기도,이천시,차대차,15~,안전운전 의무 불이행,남,79,1,0,안전모,미착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경기도이천시,1,127.443219444444,37.2754361111111
50237,2014,12,3,야,일,경상남도,창원시,차량단독,미상,안전운전 의무 불이행,남,15,1,0,안전모,미착용,시도,교차로,교차로부근,커브ㆍ곡각 ,좌,내리막,교차로,교차로 - 삼지,포장,건조,맑음,N,경상남도창원시,1,128.6401544,35.2540033
50268,2014,12,23,야,일,전라북도,전주시,차대차,10~14,신호위반,남,32,1,0,,,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라북도전주시,1,127.121919444444,35.8091888888888
50301,2014,12,18,야,월,경기도,고양시,차량단독,미상,안전운전 의무 불이행,남,22,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도고양시,1,126.777055555555,37.6559083333333
50363,2014,12,1,야,수,울산시,북구,차대사람,5~9,안전운전 의무 불이행,남,35,1,0.05%~0.09%,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,울산시북구,1,129.361244971292,35.5827078312412
50369,2014,12,9,주,수,전라남도,보성군,차대차,미상,안전거리 미확보,남,81,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,전라남도보성군,1,127.082088888888,34.7683333333333
50412,2014,12,23,야,수,울산시,동구,차량단독,15~,안전운전 의무 불이행,남,32,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,울산시동구,1,129.416691882745,35.5051699632486
50477,2014,12,21,야,금,서울시,동대문구,차대차,5~9,안전운전 의무 불이행,남,46,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,적설,맑음,N,서울시동대문구,1,127.042141666666,37.571625
50483,2014,12,10,주,토,전라남도,나주시,차량단독,미상,안전운전 의무 불이행,남,52,1,0,안전모,미착용,이면도로,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,흐림,N,전라남도나주시,1,126.712866666666,35.0128388888888
50520,2014,12,11,주,일,충청남도,태안군,차량단독,15~,안전운전 의무 불이행,남,72,1,0,안전모,미착용,군도,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,흐림,N,충청남도태안군,1,126.299975,36.7426666666666
50532,2014,12,18,야,일,전라남도,화순군,차량단독,미상,안전운전 의무 불이행,남,74,1,0,안전모,미착용,이면도로,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도화순군,1,126.988566666666,35.0614805555555
50706,2014,12,21,야,금,경상북도,경주시,차대차,미상,안전운전 의무 불이행,남,23,1,0,,,시도,교차로,교차로내,직선,직선,오르막,교차로,교차로 - 삼지,포장,젖음/습기,비,N,경상북도경주시,1,129.227022222222,35.8531694444444
